,product,customer name,rating,review,description
89,Just Herbs Enriched Liquid Lipstick Kit Set Of 5 Brights & Pinks (Pink 5 ml),Flipkart Customer,NA,NA,NA
90,Unknown,Flipkart Customer,NA,NA,5Very very very good product 🥰tnq flip kart
91,Unknown,Flipkart Customer,NA,NA,4Awesome 👍
92,Unknown,Flipkart Customer,NA,NA,5Color is so pretty 😍😍
93,Unknown,Flipkart Customer,NA,NA,NA
94,Unknown,Flipkart Customer,NA,NA,NA
95,Unknown,Flipkart Customer,NA,NA,NA
96,Unknown,Flipkart Customer,NA,NA,NA
97,Unknown,Flipkart Customer,NA,NA,NA
98,Unknown,Flipkart Customer,NA,NA,NA
99,Unknown,Flipkart Customer,NA,NA,NA
100,Unknown,Flipkart Customer,NA,NA,5Very very very good product 🥰tnq flip kart
101,Unknown,Flipkart Customer,NA,NA,4Awesome 👍
102,Unknown,Flipkart Customer,NA,NA,5Color is so pretty 😍😍
103,Unknown,Flipkart Customer,NA,NA,NA
104,Unknown,Flipkart Customer,NA,NA,NA
105,Unknown,Flipkart Customer,NA,NA,NA
106,Unknown,Flipkart Customer,NA,NA,NA
107,Unknown,Flipkart Customer,NA,NA,NA
108,Unknown,Flipkart Customer,NA,NA,NA
109,Unknown,Flipkart Customer,NA,NA,NA
110,Just Herbs Enriched Liquid Lipstick Kit Set Of 5 Deeps & Reds (Red 5 ml),Flipkart Customer,NA,NA,5This is amazing worth it i loved it its just fabulous texture is very good shades are very pretty must try it👌
111,Just Herbs Enriched Liquid Lipstick Kit Set Of 5 Deeps & Reds (Red 5 ml),Flipkart Customer,NA,NA,5Amazing product. Looking very cute and also easy to travel it’s pocket friendly and smells very nice 👌
112,Just Herbs Enriched Liquid Lipstick Kit Set Of 5 Deeps & Reds (Red 5 ml),Flipkart Customer,NA,NA,5Mini lipsticks.. vegan and affordable. It’s portable and perfect travel kit for me. The best part is.. it comes in all shades.
113,Just Herbs Enriched Liquid Lipstick Kit Set Of 5 Deeps & Reds (Red 5 ml),Flipkart Customer,NA,NA,NA
114,Just Herbs Enriched Liquid Lipstick Kit Set Of 5 Deeps & Reds (Red 5 ml),Flipkart Customer,NA,NA,NA
115,Just Herbs Enriched Liquid Lipstick Kit Set Of 5 Deeps & Reds (Red 5 ml),Flipkart Customer,NA,NA,NA
116,Just Herbs Enriched Liquid Lipstick Kit Set Of 5 Deeps & Reds (Red 5 ml),Flipkart Customer,NA,NA,NA
117,Just Herbs Enriched Liquid Lipstick Kit Set Of 5 Deeps & Reds (Red 5 ml),Flipkart Customer,NA,NA,NA
118,Just Herbs Enriched Liquid Lipstick Kit Set Of 5 Deeps & Reds (Red 5 ml),Flipkart Customer,NA,NA,NA
119,Just Herbs Enriched Liquid Lipstick Kit Set Of 5 Deeps & Reds (Red 5 ml),Flipkart Customer,NA,NA,NA
120,Unknown,Flipkart Customer,NA,NA,5It's a really good nd useful product.i want more nd more.👍👍
121,Unknown,Flipkart Customer,NA,NA,5Superb
122,Unknown,Flipkart Customer,NA,NA,5Waw.... Very smooth and long lasting..
123,Unknown,Flipkart Customer,NA,NA,NA
124,Unknown,Flipkart Customer,NA,NA,NA
125,Unknown,Flipkart Customer,NA,NA,NA
126,Unknown,Flipkart Customer,NA,NA,NA
127,Unknown,Flipkart Customer,NA,NA,NA
128,Unknown,Flipkart Customer,NA,NA,NA
129,Unknown,Flipkart Customer,NA,NA,NA
130,Unknown,Flipkart Customer,NA,NA,5Very very very good product 🥰tnq flip kart
131,Unknown,Flipkart Customer,NA,NA,4Awesome 👍
132,Unknown,Flipkart Customer,NA,NA,5Color is so pretty 😍😍
133,Unknown,Flipkart Customer,NA,NA,NA
134,Unknown,Flipkart Customer,NA,NA,NA
135,Unknown,Flipkart Customer,NA,NA,NA
136,Unknown,Flipkart Customer,NA,NA,NA
137,Unknown,Flipkart Customer,NA,NA,NA
138,Unknown,Flipkart Customer,NA,NA,NA
139,Unknown,Flipkart Customer,NA,NA,NA
140,Unknown,Flipkart Customer,NA,NA,5Like it ❣️❣️❣️❣️❣️
141,Unknown,Flipkart Customer,NA,NA,5Very nice!
142,Unknown,Flipkart Customer,NA,NA,5I love it🥺❤️ packaging and colour everything is soooo nice
143,Unknown,Flipkart Customer,NA,NA,NA
144,Unknown,Flipkart Customer,NA,NA,NA
145,Unknown,Flipkart Customer,NA,NA,NA
146,Unknown,Flipkart Customer,NA,NA,NA
147,Unknown,Flipkart Customer,NA,NA,NA
148,Unknown,Flipkart Customer,NA,NA,NA
149,Unknown,Flipkart Customer,NA,NA,NA
150,Unknown,Flipkart Customer,NA,NA,5Very very very good product 🥰tnq flip kart
151,Unknown,Flipkart Customer,NA,NA,4Awesome 👍
152,Unknown,Flipkart Customer,NA,NA,5Color is so pretty 😍😍
153,Unknown,Flipkart Customer,NA,NA,NA
154,Unknown,Flipkart Customer,NA,NA,NA
155,Unknown,Flipkart Customer,NA,NA,NA
156,Unknown,Flipkart Customer,NA,NA,NA
157,Unknown,Flipkart Customer,NA,NA,NA
158,Unknown,Flipkart Customer,NA,NA,NA
159,Unknown,Flipkart Customer,NA,NA,NA
160,Unknown,Flipkart Customer,NA,NA,5Very very very good product 🥰tnq flip kart
161,Unknown,Flipkart Customer,NA,NA,4Awesome 👍
162,Unknown,Flipkart Customer,NA,NA,5Color is so pretty 😍😍
163,Unknown,Flipkart Customer,NA,NA,NA
164,Unknown,Flipkart Customer,NA,NA,NA
165,Unknown,Flipkart Customer,NA,NA,NA
166,Unknown,Flipkart Customer,NA,NA,NA
167,Unknown,Flipkart Customer,NA,NA,NA
168,Unknown,Flipkart Customer,NA,NA,NA
169,Unknown,Flipkart Customer,NA,NA,NA
170,SUGAR POP Satin Matte Lipstick - 01 Daisy (Daisy 3 g),Flipkart Customer,NA,NA,1Don't buy....very bad smell...Colour is not good...Worst purchaseLow quality..Expensive..Very bad smellTotally disappointed
171,SUGAR POP Satin Matte Lipstick - 01 Daisy (Daisy 3 g),Flipkart Customer,NA,NA,5Super super
172,SUGAR POP Satin Matte Lipstick - 01 Daisy (Daisy 3 g),Flipkart Customer,NA,NA,5MUST BUY
173,SUGAR POP Satin Matte Lipstick - 01 Daisy (Daisy 3 g),Flipkart Customer,NA,NA,NA
174,SUGAR POP Satin Matte Lipstick - 01 Daisy (Daisy 3 g),Flipkart Customer,NA,NA,NA
175,SUGAR POP Satin Matte Lipstick - 01 Daisy (Daisy 3 g),Flipkart Customer,NA,NA,NA
176,SUGAR POP Satin Matte Lipstick - 01 Daisy (Daisy 3 g),Flipkart Customer,NA,NA,NA
177,SUGAR POP Satin Matte Lipstick - 01 Daisy (Daisy 3 g),Flipkart Customer,NA,NA,NA
